	name	platform	year_of_release	genre	na_sales	eu_sales	jp_sales	other_sales	critic_score	user_score	rating_esrb	sum_sales
4573	Ben 10 Alien Force: Vilgax Attacks	PSP	2009.0	Action	0.13	0.19	0.0	0.11			E10+	0.43
4574	NASCAR Thunder 2002	PS	2001.0	Racing	0.23	0.16	0.0	0.03	69.0	6.9	E	0.42000000000000004
4575	Batman: Arkham Origins Blackgate	PSV	2013.0	Action	0.16	0.17	0.0	0.1	61.0	6.8	T	0.43000000000000005
4576	Zone of the Enders HD Collection	PS3	2012.0	Simulation	0.21	0.07	0.09	0.05	73.0	8.0	M	0.42
4577	Grandia	SAT	1997.0	Role-Playing	0.0	0.0	0.42	0.0			ND	0.42
4578	2010 FIFA World Cup South Africa	Wii	2010.0	Sports	0.23	0.15	0.01	0.04	70.0	6.7	E	0.43
4579	ESPN NHL 2K5	XB	2004.0	Sports	0.32	0.09	0.0	0.02	88.0	8.5	E	0.43000000000000005
4580	Yu-Gi-Oh! 7 Trials to Glory: World Championship Tournament 2005	GBA	2005.0	Misc	0.3	0.11	0.0	0.01			ND	0.42
4581	Hot Wheels World Race	PS2	2003.0	Racing	0.21	0.16	0.0	0.05	55.0	7.7	E	0.42
4582	Avatar: The Last Airbender - The Burning Earth	PS2	2007.0	Action	0.21	0.16	0.0	0.05			ND	0.42
4583	Superman: Shadow of Apokolips	PS2	2002.0	Action	0.21	0.16	0.0	0.05	64.0	7.2	E	0.42
4584	Trials Fusion	PS4	2014.0	Racing	0.13	0.22	0.01	0.07	79.0	7.2	E10+	0.43
4585	American Chopper	PS2	2004.0	Racing	0.35	0.01	0.0	0.06	47.0	7.5	T	0.42
4586	NASCAR Kart Racing	Wii	2009.0	Racing	0.39	0.0	0.0	0.03	70.0	8.1	E	0.42000000000000004
4587	Star Wars Trilogy: Apprentice of the Force	GBA	2004.0	Action	0.3	0.11	0.0	0.01	60.0		E	0.42
4588	Guitar Hero: Smash Hits	X360	2009.0	Misc	0.23	0.15	0.0	0.04	71.0	5.9	T	0.42
4589	Lemony Snicket's A Series of Unfortunate Events	GBA	2004.0	Platform	0.3	0.11	0.0	0.01	72.0	8.0	E	0.42
4590	JGTC: All-Japan Grand Touring Car Championship	PS	1998.0	Racing	0.23	0.16	0.0	0.03			ND	0.42000000000000004
4591	Virtua Tennis 4: World Tour	PSV	2011.0	Sports	0.04	0.28	0.01	0.09			ND	0.42000000000000004
4592	Arc the Lad III	PS	1999.0	Role-Playing	0.0	0.0	0.39	0.03			ND	0.42000000000000004
4593	Just Dance: Summer Party	Wii	2011.0	Misc	0.4	0.0	0.0	0.02			E10+	0.42000000000000004
4594	SpongeBob's Truth or Square (US sales)	DS	2009.0	Action	0.42	0.0	0.0	0.0			ND	0.42
4595	Mobile Suit Gundam: Gundam vs. Gundam	PSP	2008.0	Fighting	0.0	0.0	0.42	0.0			ND	0.42
4596	Test Drive	XB	2002.0	Racing	0.35	0.05	0.0	0.02	71.0	8.7	T	0.42
4597	Jikkyou Powerful Pro Yakyuu 11	PS2	2004.0	Sports	0.0	0.0	0.42	0.0			ND	0.42
4598	Petz: Horsez 2	Wii	2007.0	Simulation	0.39	0.0	0.0	0.03			E	0.42000000000000004
4599	The Adventures of Jimmy Neutron Boy Genius: Jet Fusion	PS2	2003.0	Action	0.21	0.16	0.0	0.05			ND	0.42
4600	Pirates of the Caribbean: At World's End	PSP	2007.0	Action	0.15	0.17	0.0	0.1	61.0	7.0	T	0.42000000000000004
4601	Dr. Mario 64	N64	2001.0	Puzzle	0.34	0.07	0.0	0.0			ND	0.41000000000000003
4602	Jikkyou Powerful Pro Yakyuu 6	N64	1999.0	Sports	0.0	0.0	0.39	0.03			ND	0.42000000000000004
4603	Army Men: Sarge's Heroes 2	N64	2000.0	Shooter	0.34	0.07	0.0	0.0			ND	0.41000000000000003
4604	Rush 2: Extreme Racing USA	N64	1998.0	Racing	0.35	0.06	0.0	0.0			ND	0.41
4605	NFL Blitz 2001	N64	2000.0	Sports	0.34	0.07	0.0	0.0			ND	0.41000000000000003
4606	James Bond 007: Everything or Nothing	GC	2004.0	Shooter	0.32	0.08	0.0	0.01	84.0	8.2	T	0.41000000000000003
4607	NBA Live 06	PSP	2005.0	Sports	0.39	0.0	0.0	0.03	80.0	7.6	E	0.42000000000000004
4608	MLB 08: The Show	PS2	2008.0	Sports	0.35	0.01	0.0	0.06	84.0	7.3	E	0.42
4609	Horsez	DS	2006.0	Simulation	0.38	0.01	0.0	0.03		8.7	E	0.42000000000000004
4610	Dance Dance Revolution Ultramix 2	XB	2004.0	Simulation	0.32	0.09	0.0	0.02	78.0	7.1	E	0.43000000000000005
4611	Mega Man Anniversary Collection	GC	2004.0	Platform	0.32	0.08	0.0	0.01	81.0	8.8	E	0.41000000000000003
4612	Crash: Mind Over Mutant	DS	2008.0	Platform	0.38	0.0	0.0	0.03	45.0	5.8	E	0.41000000000000003
4613	Super Famista 4	SNES	1995.0	Sports	0.0	0.0	0.42	0.0			ND	0.42
4614	The Fairly Odd Parents: Game Boy Advance Video Volume 2	GBA	2004.0	Misc	0.3	0.11	0.0	0.01			ND	0.42
4615	How to Train Your Dragon	Wii	2010.0	Action	0.23	0.15	0.0	0.04	59.0	7.0	E10+	0.42
4616	Cabela's Legendary Adventures	PS2	2008.0	Sports	0.21	0.16	0.0	0.05			T	0.42
4617	Story of Seasons	3DS	2014.0	Simulation	0.0	0.14	0.27	0.01	76.0	8.2	E10+	0.42000000000000004
4618	Taiko no Tatsujin DS: Dororon! Youkai Daikessen!!	DS	2010.0	Misc	0.0	0.0	0.42	0.0			ND	0.42
4619	Harry Potter and the Goblet of Fire	GC	2005.0	Action	0.32	0.08	0.0	0.01	69.0	6.3	E10+	0.41000000000000003
4620	Thrillville: Off the Rails	PS2	2007.0	Strategy	0.2	0.16	0.0	0.05	70.0	1.7	E10+	0.41
4621	Metro: Last Light	PS3	2013.0	Action	0.14	0.18	0.03	0.07	80.0	8.2	ND	0.42
4622	NBA 2K11	PSP	2010.0	Action	0.39	0.0	0.0	0.03		6.4	E	0.42000000000000004
4623	Mega Man X6	PS	2001.0	Action	0.14	0.1	0.16	0.03	65.0	6.8	E	0.43000000000000005
4624	BloodRayne	PS2	2002.0	Shooter	0.2	0.16	0.0	0.05	75.0	8.5	M	0.41
4625	Kumamon Bomber: Puzzle de Kumamon Taisou	GC	2005.0	Puzzle	0.32	0.08	0.0	0.01			ND	0.41000000000000003
4626	Castlevania: Curse of Darkness	PS2	2005.0	Action	0.18	0.14	0.05	0.05	70.0	7.5	M	0.42
4627	NBA 2K13	Wii	2012.0	Sports	0.36	0.03	0.0	0.03		7.5	E	0.42000000000000004
4628	International Superstar Soccer Pro '98	PS	1998.0	Sports	0.02	0.02	0.35	0.03			ND	0.41999999999999993
4629	LEGO Rock Band	PS3	2009.0	Misc	0.24	0.12	0.0	0.06	75.0	7.6	E10+	0.42
4630	Jimmy Neutron: Boy Genius	GBA	2001.0	Platform	0.3	0.11	0.0	0.01			ND	0.42
4631	Black	XB	2006.0	Shooter	0.31	0.09	0.0	0.01	77.0	8.0	M	0.41000000000000003
4632	Double Pack: Finding Nemo / The Incredibles	XB	2006.0	Action	0.31	0.09	0.0	0.01			ND	0.41000000000000003
4633	Spec Ops: The Line	X360	2012.0	Shooter	0.21	0.17	0.0	0.04	76.0	8.2	M	0.42
4634	NHL Slapshot	Wii		Sports	0.39	0.0	0.0	0.02	76.0	8.1	E	0.41000000000000003
4635	Paper Mario: Color Splash	WiiU	2016.0	Role-Playing	0.2	0.14	0.05	0.03	75.0	6.8	E	0.42000000000000004
4636	Valkyrie Profile: Covenant of the Plume	DS	2008.0	Role-Playing	0.22	0.02	0.16	0.02	74.0	6.8	T	0.42000000000000004
4637	Vanquish	X360	2010.0	Shooter	0.19	0.16	0.03	0.04	84.0	8.4	M	0.42
4638	Solitaire Overload	DS	2007.0	Misc	0.39	0.0	0.0	0.03		9.2	E	0.42000000000000004
4639	TRON: Evolution	PS3	2010.0	Action	0.27	0.09	0.0	0.05	58.0	6.2	T	0.41
4640	Lord of the Rings: The Third Age	XB	2004.0	Role-Playing	0.31	0.09	0.0	0.01			ND	0.41000000000000003
4641	Pirates of the Caribbean: At World's End	PS2	2007.0	Action	0.2	0.16	0.0	0.05	54.0	7.0	T	0.41
4642	Mega Man Legends 2	PS	2000.0	Adventure	0.17	0.12	0.1	0.03	76.0	8.8	E	0.42000000000000004
4643	X-Men vs. Street Fighter	PS	1997.0	Fighting	0.16	0.11	0.12	0.03			ND	0.42000000000000004
4644	Blazing Angels: Squadrons of WWII	X360	2006.0	Simulation	0.36	0.02	0.0	0.03	66.0	7.9	T	0.41000000000000003
4645	Zack & Wiki: Quest for Barbaros' Treasure	Wii	2007.0	Adventure	0.18	0.16	0.03	0.04			ND	0.41
4646	High Rollers Casino	PS2	2004.0	Misc	0.2	0.16	0.0	0.05			E	0.41
4647	TERA	PC		Role-Playing	0.25	0.12	0.0	0.05	77.0	6.8	M	0.42
4648	Attack on Titan: Humanity in Chains	3DS	2013.0	Action	0.0	0.0	0.42	0.0	46.0	4.5	M	0.42
4649	The Suffering	PS2	2004.0	Action	0.2	0.16	0.0	0.05	77.0	8.9	M	0.41
4650	Cyber Troopers Virtual-On	SAT	1995.0	Fighting	0.0	0.0	0.42	0.0			ND	0.42
4651	Star Wars Starfighter: Special Edition	XB	2001.0	Simulation	0.3	0.1	0.0	0.02	76.0		T	0.42000000000000004
4652	Animal Crossing: Amiibo Festival	WiiU	2015.0	Misc	0.19	0.11	0.09	0.03	46.0	4.4	E	0.42000000000000004
4653	NBA Jam	PS2	2003.0	Sports	0.2	0.16	0.0	0.05			ND	0.41
4654	Zone of the Enders: The 2nd Runner	PS2	2003.0	Simulation	0.15	0.12	0.11	0.04	82.0	8.9	M	0.42
4655	Just Dance 2014	PS4	2013.0	Misc	0.19	0.16	0.0	0.07	75.0	5.5	E10+	0.42
4656	Jampack Spring 2004 (RP-T)	PS2	2003.0	Misc	0.2	0.16	0.0	0.05			ND	0.41
4657	Dexter's Laboratory Deesaster Strikes	GBA	2001.0	Adventure	0.3	0.11	0.0	0.01			ND	0.42
4658	NFL GameDay 2004	PS2	2003.0	Sports	0.2	0.16	0.0	0.05	65.0	8.7	E	0.41
4659	Condemned: Criminal Origins	X360	2005.0	Action	0.36	0.02	0.0	0.03	81.0	8.2	M	0.41000000000000003
4660	Scooby-Doo and the Cyber Chase	GBA	2001.0	Adventure	0.3	0.11	0.0	0.01			ND	0.42
4661	Wheel of Fortune	DS	2010.0	Misc	0.39	0.0	0.0	0.03			E	0.42000000000000004
4662	Tomb Raider: The Last Revelation	PC	1998.0	Action	0.41	0.0	0.0	0.0		8.6	T	0.41
4663	pro evolution soccer 2011	PS2	2010.0	Sports	0.04	0.21	0.05	0.11		6.7	E	0.41
4664	Sega Rally Championship 2	DC	1999.0	Racing	0.0	0.0	0.41	0.0			ND	0.41
4665	Quake II	PS	1998.0	Shooter	0.23	0.16	0.0	0.03			ND	0.42000000000000004
4666	Crash of the Titans	PS2	2007.0	Action	0.34	0.01	0.0	0.06	70.0	5.9	E10+	0.41000000000000003
4667	EA Sports UFC 2	XOne	2016.0	Sports	0.24	0.14	0.0	0.04	76.0	6.0	T	0.42
4668	MLB 10: The Show	PS2	2010.0	Sports	0.2	0.16	0.0	0.05			E	0.41
4669	Wheel of Fortune: 2nd Edition	PS	2000.0	Misc	0.23	0.16	0.0	0.03			ND	0.42000000000000004
4670	Tom Clancy's Rainbow Six: Lockdown	XB	2005.0	Shooter	0.26	0.13	0.0	0.02	74.0	6.6	M	0.41000000000000003
4671	Mobile Suit Gundam: Gundam vs. Gundam NEXT PLUS	PSP	2009.0	Fighting	0.0	0.0	0.41	0.0			ND	0.41
4672	TimeShift	X360	2007.0	Shooter	0.36	0.02	0.0	0.03	70.0	7.9	M	0.41000000000000003
4673	Cool Boarders 2001	PS	2000.0	Sports	0.23	0.16	0.0	0.03	56.0		E	0.42000000000000004
4674	Grudge Warriors	PS	1999.0	Action	0.23	0.16	0.0	0.03			ND	0.42000000000000004
4675	Farming Simulator 17	PS4	2016.0	Simulation	0.05	0.31	0.0	0.06	69.0	8.7	E	0.42
4676	World Soccer Jikkyou Winning Eleven 2000: U-23 Medal heno Chousen	PS	2000.0	Sports	0.0	0.0	0.39	0.03			ND	0.42000000000000004
4677	Castlevania: The Dracula X Chronicles	PSP	2007.0	Platform	0.22	0.09	0.04	0.07	80.0	7.8	T	0.42
4678	Mobile Suit Gundam	SAT	1995.0	Action	0.0	0.0	0.41	0.0			ND	0.41
4679	Tom Clancy's HAWX 2	PS3	2010.0	Action	0.21	0.12	0.03	0.05	70.0	6.8	T	0.41
4680	Battlefield: Hardline	PS3	2015.0	Shooter	0.13	0.15	0.07	0.06		5.3	M	0.41000000000000003
4681	Jimmy Neutron: Boy Genius	PS2	2002.0	Platform	0.2	0.16	0.0	0.05		5.8	E	0.41
4682	Itadaki Street DS	DS	2007.0	Misc	0.0	0.0	0.41	0.0			ND	0.41
4683	X-Men: The Official Game	PS2	2006.0	Action	0.2	0.16	0.0	0.05	52.0	7.5	T	0.41
4684	Terraria	PS3	2013.0	Action	0.07	0.2	0.09	0.05	81.0	7.9	T	0.41
4685	LEGO Dimensions	XOne	2015.0	Action	0.22	0.15	0.0	0.04	80.0	6.9	E10+	0.41
4686	Football Manager Handheld 2011	PSP	2010.0	Sports	0.0	0.27	0.0	0.14	77.0	7.7	E	0.41000000000000003
4687	300: March to Glory	PSP	2007.0	Action	0.27	0.08	0.0	0.07	55.0	7.1	M	0.42000000000000004
4688	Marvel Super Hero Squad	DS	2009.0	Fighting	0.36	0.02	0.0	0.03	61.0	2.8	E10+	0.41000000000000003
4689	Call of Duty: Modern Warfare: Mobilized	DS	2009.0	Shooter	0.36	0.02	0.0	0.03			ND	0.41000000000000003
4690	NHL 15	XOne	2014.0	Sports	0.31	0.06	0.0	0.04	59.0	3.2	E10+	0.41
4691	E0: Enemy Zero	SAT	1996.0	Adventure	0.0	0.0	0.41	0.0			ND	0.41
4692	Tom Clancy's The Division	PC	2016.0	Shooter	0.22	0.15	0.0	0.04	79.0	5.8	M	0.41
4693	Yu-Gi-Oh! GX: Tag Force 2	PSP	2007.0	Strategy	0.03	0.19	0.1	0.1			ND	0.42000000000000004
4694	Nicktoons: Unite!	PS2	2005.0	Adventure	0.34	0.01	0.0	0.06			ND	0.41000000000000003
4695	JumpStart: Escape from Adventure Island	Wii	2009.0	Adventure	0.38	0.0	0.0	0.03	68.0		E	0.41000000000000003
4696	Green Day: Rock Band	PS3	2010.0	Misc	0.19	0.15	0.0	0.06	76.0	6.3	T	0.39999999999999997
4697	NASCAR Racing	PS	1996.0	Racing	0.23	0.16	0.0	0.03			ND	0.42000000000000004
4698	FIFA 14	PSV	2013.0	Sports	0.08	0.23	0.01	0.09		1.8	E	0.41000000000000003
4699	Monotaro Dentetsu 2010: Sengoku Ishin no Hero Daishuugou! no Maki	Wii	2009.0	Misc	0.0	0.0	0.41	0.0			ND	0.41
4700	Cars: Race-O-Rama	PSP	2009.0	Racing	0.29	0.07	0.0	0.06			E	0.42
4701	Boku no Natsuyasumi 2: Umi no Bouken Hen	PS2	2002.0	Adventure	0.0	0.0	0.41	0.0			ND	0.41
4702	F1 2014	PS3	2014.0	Racing	0.07	0.26	0.02	0.06	62.0	4.1	E	0.41000000000000003
4703	Command & Conquer: Red Alert	PS	1997.0	Strategy	0.23	0.16	0.0	0.03			ND	0.42000000000000004
4704	Cars: Mater-National Championship	PS3	2007.0	Racing	0.37	0.01	0.0	0.03	63.0	4.8	E	0.41000000000000003
4705	Call of Duty: Black Ops II	WiiU	2012.0	Shooter	0.2	0.18	0.0	0.03	81.0	6.9	M	0.41000000000000003
4706	Ogre Battle 64: Person of Lordly Caliber	N64	1999.0	Role-Playing	0.1	0.02	0.25	0.04			ND	0.41
4707	Superman: The New Superman Adventures	N64	1999.0	Action	0.33	0.07	0.0	0.0			ND	0.4
4708	Dig Dug	NES	1985.0	Puzzle	0.0	0.0	0.41	0.0			ND	0.41
4709	BioShock	PC	2007.0	Shooter	0.01	0.39	0.0	0.02	96.0	8.5	M	0.42000000000000004
4710	The Terminator: Dawn of Fate	PS2	2002.0	Action	0.2	0.16	0.0	0.05	58.0	5.7	T	0.41
4711	Rogue Galaxy: Director's Cut	PS2	2007.0	Role-Playing	0.2	0.16	0.0	0.05			ND	0.41
4712	Armored Core	PS	1997.0	Simulation	0.13	0.09	0.16	0.03			ND	0.41000000000000003
4713	The Smurfs	DS	2011.0	Action	0.23	0.14	0.0	0.04			E	0.41
4714	Densha De Go! 2	PS	1999.0	Simulation	0.0	0.0	0.38	0.03			ND	0.41000000000000003
4715	Medal of Honor Heroes 2	Wii	2007.0	Shooter	0.33	0.04	0.01	0.03	73.0	7.6	T	0.41000000000000003
4716	Top Spin 4	X360	2011.0	Sports	0.15	0.22	0.0	0.04	84.0	8.2	E	0.41
4717	James Patterson Women's Murder Club: Games of Passion	DS	2009.0	Adventure	0.15	0.22	0.0	0.05	53.0		T	0.42
4718	Band Hero	PS2	2009.0	Misc	0.15	0.06	0.0	0.2		4.4	E10+	0.41000000000000003
4719	Armored Core 2: Another Age	PS2	2001.0	Simulation	0.11	0.08	0.19	0.03	75.0	8.8	T	0.41000000000000003
4720	Buzz! Junior: Jungle Party	PS2	2006.0	Misc	0.2	0.16	0.0	0.05			ND	0.41
4721	God Eater 2: Rage Burst	PSV	2015.0	Role-Playing	0.0	0.03	0.37	0.01		8.1	T	0.41000000000000003
4722	Mortal Kombat: Deadly Alliance	GC	2002.0	Fighting	0.31	0.08	0.0	0.01	81.0	8.7	M	0.4
4723	NBA 2K11	PS2	2010.0	Action	0.34	0.01	0.0	0.06			E	0.41000000000000003
4724	AKB1/48: Idol to Koishitara...	PSP	2010.0	Misc	0.0	0.0	0.41	0.0			ND	0.41
4725	Pro Pinball	PS	1996.0	Misc	0.23	0.15	0.0	0.03			ND	0.41000000000000003
4726	NiGHTS: Journey of Dreams	Wii	2007.0	Platform	0.32	0.02	0.04	0.03	69.0	8.5	E	0.41000000000000003
4727	'98 Koshien	PS	1998.0	Sports	0.15	0.1	0.12	0.03			ND	0.4
4728	Harvest Moon: Grand Bazaar	DS	2008.0	Simulation	0.21	0.05	0.13	0.02			ND	0.41000000000000003
4729	NBA 2K9	PS2	2008.0	Sports	0.34	0.01	0.0	0.06		8.0	E	0.41000000000000003
4730	Yu-Gi-Oh! The Eternal Duelist Soul (JP sales)	GBA	2001.0	Misc	0.0	0.0	0.4	0.01			ND	0.41000000000000003
4731	Up	PSP	2009.0	Action	0.24	0.09	0.0	0.07			E	0.39999999999999997
4732	Hatsune Miku: Project Diva 2nd	PSP	2010.0	Misc	0.0	0.0	0.41	0.0			ND	0.41
4733	Marvel: Ultimate Alliance 2	PS2	2009.0	Role-Playing	0.23	0.02	0.0	0.16		4.6	T	0.41000000000000003
4734	Monster Jam: Urban Assault	Wii	2008.0	Racing	0.38	0.0	0.0	0.03		7.8	E	0.41000000000000003
4735	Call of Duty: Advanced Warfare	PC	2014.0	Shooter	0.15	0.23	0.0	0.03	78.0	4.5	M	0.41000000000000003
4736	Mario no Super Picross	SNES	1995.0	Puzzle	0.0	0.0	0.41	0.0			ND	0.41
4737	UEFA Euro 2008 Austria-Switzerland	PS3	2008.0	Sports	0.08	0.26	0.0	0.06			ND	0.4
4738	Ed, Edd n Eddy: The Mis-Edventures	PS2	2005.0	Platform	0.34	0.01	0.0	0.06	50.0	7.6	E	0.41000000000000003
4739	Jikkyou Powerful Pro Yakuu '94	SNES	1994.0	Sports	0.0	0.0	0.41	0.0			ND	0.41
4740	Disney's Tarzan Untamed	PS2	2001.0	Platform	0.2	0.16	0.0	0.05	59.0	7.1	E	0.41
4741	WWE All Stars	PS3	2011.0	Fighting	0.16	0.18	0.0	0.07	75.0	6.4	T	0.41
4742	Green Day: Rock Band	X360	2010.0	Misc	0.24	0.13	0.0	0.04	75.0	6.6	T	0.41
4743	Harry Potter and the Deathly Hallows - Part 1	DS	2010.0	Action	0.19	0.18	0.0	0.04	56.0	6.0	E10+	0.41
4744	Resistance: Burning Skies	PSV	2012.0	Shooter	0.18	0.15	0.02	0.06	60.0	6.8	M	0.41
4745	Battlefield 2: Modern Combat	X360	2006.0	Shooter	0.35	0.02	0.01	0.03	77.0	7.3	T	0.41000000000000003
4746	Rocksmith 2014	XOne	2014.0	Misc	0.29	0.08	0.0	0.04			ND	0.41
4747	Knockout Kings 2001	PS	2000.0	Fighting	0.23	0.15	0.0	0.03	84.0	8.5	T	0.41000000000000003
4748	From Russia With Love	PS2	2005.0	Action	0.34	0.01	0.0	0.06	69.0	7.6	T	0.41000000000000003
4749	Fantastic Pets	X360	2011.0	Simulation	0.3	0.08	0.0	0.03	66.0	7.5	E	0.41000000000000003
4750	BlazBlue: Continuum Shift	PS3	2010.0	Fighting	0.21	0.07	0.09	0.04	87.0	8.0	T	0.41
4751	Duke Nukem Forever	PC	2011.0	Shooter	0.18	0.17	0.0	0.06	54.0	5.7	M	0.41
4752	Dragon Quest X	WiiU	2013.0	Role-Playing	0.0	0.0	0.41	0.0			ND	0.41
4753	Minority Report: Everybody Runs	PS2	2002.0	Action	0.2	0.15	0.0	0.05	50.0	5.0	T	0.39999999999999997
4754	Katamari Forever	PS3	2009.0	Puzzle	0.26	0.04	0.06	0.04	74.0	8.1	E	0.39999999999999997
4755	Disney's Hercules / Disney's The Jungle Book: Groove Party / A Bug's Life	PS	2003.0	Misc	0.23	0.15	0.0	0.03			ND	0.41000000000000003
4756	NFL GameDay 2002	PS	2001.0	Sports	0.23	0.15	0.0	0.03	62.0	8.8	E	0.41000000000000003
4757	Pengo	2600	1983.0	Adventure	0.38	0.02	0.0	0.0			ND	0.4
4758	Spider-Man: Web of Shadows	X360	2008.0	Action	0.36	0.02	0.0	0.03	68.0	8.6	T	0.41000000000000003
4759	Naughty Bear	X360	2010.0	Action	0.21	0.15	0.0	0.04	43.0	5.6	T	0.39999999999999997
4760	Mouse Trap	2600	1981.0	Action	0.38	0.02	0.0	0.0			ND	0.4
4761	Tak and the Power of Juju	GC	2003.0	Platform	0.31	0.08	0.0	0.01	71.0	8.2	E	0.4
4762	Six Flags Fun Park	Wii	2009.0	Misc	0.27	0.09	0.0	0.04	43.0	7.1	E10+	0.39999999999999997
4763	Just Dance Kids 2	X360	2011.0	Misc	0.29	0.08	0.0	0.03			E	0.4
4764	Beowulf: The Game	X360	2007.0	Action	0.36	0.01	0.0	0.03	51.0	4.7	M	0.4
4765	NBA Jam	Wii	2010.0	Sports	0.36	0.02	0.0	0.02	79.0	8.5	E	0.4
4766	Rune Factory 3: A Fantasy Harvest Moon	DS	2009.0	Role-Playing	0.26	0.03	0.1	0.02	77.0	8.6	E	0.41000000000000003
4767	Dragon Quest Builders: Revive Alefgard	PS4	2016.0	Role-Playing	0.04	0.11	0.22	0.03			ND	0.4
4768	Star Wars The Clone Wars: Republic Heroes	PSP	2009.0	Action	0.21	0.12	0.0	0.07			T	0.39999999999999997
4769	Tales of Zestiria	PS4	2015.0	Role-Playing	0.17	0.15	0.02	0.06	72.0	6.8	T	0.4
4770	Metal Gear Solid: The Legacy Collection	PS3	2013.0	Adventure	0.31	0.01	0.03	0.06	93.0	9.0	M	0.41
4771	Medarot: Kabuto / Kuwagata Version	GB	1997.0	Role-Playing	0.0	0.0	0.4	0.0			ND	0.4
4772	NBA 2K10	PS2	2009.0	Sports	0.33	0.01	0.0	0.05		8.6	E	0.39
4773	Defender	PS2	2002.0	Misc	0.2	0.15	0.0	0.05	73.0	7.8	T	0.39999999999999997
4774	NFL GameDay 2003	PS2		Sports	0.2	0.15	0.0	0.05	60.0		E	0.39999999999999997
4775	TNA iMPACT!	PS3	2008.0	Fighting	0.22	0.12	0.0	0.06			ND	0.39999999999999997
4776	Taiko no Tatsujin Wii: Dodon to 2 Yome!	Wii	2009.0	Misc	0.0	0.0	0.4	0.0			ND	0.4
4777	Congo Bongo	2600	1982.0	Action	0.37	0.02	0.0	0.0			ND	0.39
4778	Gauntlet: Seven Sorrows	PS2	2005.0	Role-Playing	0.2	0.15	0.0	0.05	59.0	5.7	T	0.39999999999999997
4779	Harry Potter: Quidditch World Cup	GC	2003.0	Sports	0.31	0.08	0.0	0.01	68.0	8.5	E	0.4
4780	Warriors Orochi 2 (JP sales)	PS2	2008.0	Action	0.0	0.0	0.4	0.0			ND	0.4
4781	Cabela's Big Game Hunter 2010	PS3	2009.0	Sports	0.37	0.0	0.0	0.03		5.0	T	0.4
4782	Overlord	X360	2007.0	Strategy	0.34	0.03	0.01	0.03	76.0	8.3	T	0.41000000000000003
4783	The Chronicles of Narnia: Prince Caspian	PS2	2008.0	Action	0.2	0.15	0.0	0.05	67.0	7.0	T	0.39999999999999997
4784	The Incredibles: Rise of the Underminer	GBA	2005.0	Action	0.29	0.11	0.0	0.01			E	0.41
4785	Life is Strange	PS4	2016.0	Adventure	0.15	0.15	0.03	0.06	85.0	8.6	M	0.38999999999999996
4786	Pet in TV	PS	1997.0	Strategy	0.0	0.0	0.38	0.03			ND	0.41000000000000003
4787	Battalion Wars	GC	2005.0	Strategy	0.25	0.07	0.07	0.01	76.0	8.8	T	0.4
4788	NBA ShootOut 2000	PS	1999.0	Sports	0.22	0.15	0.0	0.03			ND	0.4
4789	Power Rangers: Dino Thunder	GC	2004.0	Action	0.31	0.08	0.0	0.01	49.0		E	0.4
4790	Samurai Shodown	SNES	1994.0	Fighting	0.0	0.0	0.4	0.0			ND	0.4
4791	Mass Effect Trilogy	X360	2012.0	Action	0.28	0.09	0.0	0.03		7.4	M	0.4
4792	The Wonderful 101	WiiU	2013.0	Action	0.19	0.1	0.08	0.03	78.0	8.5	T	0.4
4793	SpongeBob SquigglePants	Wii	2011.0	Misc	0.35	0.02	0.0	0.03	59.0		E	0.4
4794	Fighting Vipers	SAT	1995.0	Fighting	0.0	0.0	0.4	0.0			ND	0.4
4795	Yu-Gi-Oh! 5D's Stardust Accelerator: World Championship 2009	DS	2009.0	Action	0.27	0.01	0.09	0.03			ND	0.4
4796	NCAA GameBreaker 2000	PS	1999.0	Sports	0.22	0.15	0.0	0.03			ND	0.4
4797	Asura's Wrath	PS3	2012.0	Action	0.18	0.12	0.06	0.05	71.0	7.4	T	0.41
4798	The Legend of Spyro: Dawn of the Dragon	PS2	2008.0	Platform	0.12	0.01	0.0	0.27		7.1	E10+	0.4
4799	AKB1/48: Idol to Guam de Koishitara...	PSP	2011.0	Misc	0.0	0.0	0.4	0.0			ND	0.4
4800	NFL Quarterback Club 2000	N64	1999.0	Sports	0.37	0.03	0.0	0.0			ND	0.4
4801	Mortal Kombat Mythologies: Sub-Zero	N64	1997.0	Fighting	0.32	0.07	0.0	0.0			ND	0.39
4802	RR64: Ridge Racer 64	N64	1999.0	Racing	0.32	0.07	0.0	0.0			ND	0.39
4803	Top Gear Rally	N64	1997.0	Racing	0.32	0.07	0.0	0.0			ND	0.39
4804	18 Wheeler: American Pro Trucker	PS2	2001.0	Racing	0.2	0.15	0.0	0.05	61.0	5.7	E	0.39999999999999997
4805	Transformers: Revenge of the Fallen (XBox 360, PS3, & PC Versions)	PSP	2009.0	Shooter	0.17	0.14	0.0	0.08			ND	0.39000000000000007
4806	Wall-E	PS3	2008.0	Platform	0.12	0.21	0.0	0.08	51.0	5.0	E	0.41
4807	Atari Anthology	PS2	2004.0	Misc	0.33	0.01	0.0	0.05	66.0	4.3	E	0.39
4808	FIFA 14	PC	2013.0	Sports	0.01	0.36	0.0	0.03	87.0	4.6	E	0.4
4809	Bugs Bunny: Lost in Time	PS	1999.0	Platform	0.22	0.15	0.0	0.03			ND	0.4
